Entry                     RecordName                Record Status    Section TimeTo Data   Data
                                                    Type                     Live   Length
-----                     ----------                ------ ------    ------- ------ ------ ----
d.agkn.com                d2ctznuk6ro1vp.cloudfr... A      Success   Answer      32      4 13.225.149.84
rules.quantcount.com      rules.quantcount.com      CNAME  Success   Answer       3      8 d2fashanjl7d9f.cloudfront.net
rules.quantcount.com      d2fashanjl7d9f.cloudfr... A      Success   Answer       3      4 13.225.149.67
rules.quantcount.com      d2fashanjl7d9f.cloudfr... A      Success   Answer       3      4 13.225.149.30
rules.quantcount.com      d2fashanjl7d9f.cloudfr... A      Success   Answer       3      4 13.225.149.127
rules.quantcount.com      d2fashanjl7d9f.cloudfr... A      Success   Answer       3      4 13.225.149.50
prebid-server.rubiconp... prebid-server.rubiconp... CNAME  Success   Answer     268      8 prebid-server.rubiconproject.ne...
prebid-server.rubiconp... prebid-server.rubiconp... CNAME  Success   Answer     268      8 prebid-server-perf.rubiconproje...
prebid-server.rubiconp... prebid-server-perf.rub... A      Success   Answer     268      4 54.152.160.154
prebid-server.rubiconp... prebid-server-perf.rub... A      Success   Answer     268      4 100.24.81.70
prebid-server.rubiconp... prebid-server-perf.rub... A      Success   Answer     268      4 50.17.207.193
prebid-server.rubiconp... prebid-server-perf.rub... A      Success   Answer     268      4 54.197.242.160
prebid-server.rubiconp... prebid-server-perf.rub... A      Success   Answer     268      4 52.54.24.15
prebid-server.rubiconp... prebid-server-perf.rub... A      Success   Answer     268      4 54.88.188.142
prebid-server.rubiconp... prebid-server-perf.rub... A      Success   Answer     268      4 50.19.16.43
prebid-server.rubiconp... prebid-server-perf.rub... A      Success   Answer     268      4 54.84.92.238
pixel.advertising.com     pixel.advertising.com     CNAME  Success   Answer      32      8 prod.ups-adcom.aolp-ds-prd.aws....
pixel.advertising.com     prod.ups-adcom.aolp-ds... CNAME  Success   Answer      32      8 prod.ups-us-east-1.aolp-ds-prd....
pixel.advertising.com     prod.ups-us-east-1.aol... A      Success   Answer      32      4 35.174.187.169
pixel.advertising.com     prod.ups-us-east-1.aol... A      Success   Answer      32      4 52.201.29.82
pixel.advertising.com     prod.ups-us-east-1.aol... A      Success   Answer      32      4 54.175.123.226
pixel.advertising.com     prod.ups-us-east-1.aol... A      Success   Answer      32      4 23.20.159.46
pixel.advertising.com     prod.ups-us-east-1.aol... A      Success   Answer      32      4 18.211.242.71
pixel.advertising.com     prod.ups-us-east-1.aol... A      Success   Answer      32      4 52.21.6.85
pixel.advertising.com     prod.ups-us-east-1.aol... A      Success   Answer      32      4 3.84.70.76
pixel.advertising.com     prod.ups-us-east-1.aol... A      Success   Answer      32      4 52.21.228.25
analyticspixel.microso... analyticspixel.microso... CNAME  Success   Answer     228      8 analyticspixel-microsoft-com.a-...
analyticspixel.microso... analyticspixel-microso... CNAME  Success   Answer     228      8 a-0005.a-msedge.net
analyticspixel.microso... a-0005.a-msedge.net       A      Success   Answer     228      4 204.79.197.204
id.elespanol.com          id.elespanol.com          CNAME  Success   Answer     245      8 id-elespanol.tinypass.com
id.elespanol.com          id-elespanol.tinypass.com A      Success   Answer     245      4 104.17.184.177
id.elespanol.com          id-elespanol.tinypass.com A      Success   Answer     245      4 104.17.182.177
id.elespanol.com          id-elespanol.tinypass.com A      Success   Answer     245      4 104.17.185.177
id.elespanol.com          id-elespanol.tinypass.com A      Success   Answer     245      4 104.17.186.177
id.elespanol.com          id-elespanol.tinypass.com A      Success   Answer     245      4 104.17.183.177
pixel.tapad.com           pixel.tapad.com           A      Success   Answer     289      4 35.227.197.177
898450012054615fca5575... 898450012054615fca5575... CNAME  Success   Answer     242      8 pagead-googlehosted.l.google.com
898450012054615fca5575... pagead-googlehosted.l.... A      Success   Answer     242      4 172.217.14.161
hb.undertone.com          hb.undertone.com          CNAME  Success   Answer      28      8 d2dwiwtjj7ipd3.cloudfront.net
hb.undertone.com          d2dwiwtjj7ipd3.cloudfr... A      Success   Answer      28      4 99.84.198.71
hb.undertone.com          d2dwiwtjj7ipd3.cloudfr... A      Success   Answer      28      4 99.84.198.60
hb.undertone.com          d2dwiwtjj7ipd3.cloudfr... A      Success   Answer      28      4 99.84.198.36
hb.undertone.com          d2dwiwtjj7ipd3.cloudfr... A      Success   Answer      28      4 99.84.198.110
ads.adthrive.com          ads.adthrive.com          A      Success   Answer      21      4 13.225.149.50
ads.adthrive.com          ads.adthrive.com          A      Success   Answer      21      4 13.225.149.93
ads.adthrive.com          ads.adthrive.com          A      Success   Answer      21      4 13.225.149.113
ads.adthrive.com          ads.adthrive.com          A      Success   Answer      21      4 13.225.149.31
example.com                                         AAAA   ServFail
example.com               example.com               A      Success   Answer   77796      4 93.184.216.34
prebid.adnxs.com          prebid.adnxs.com          CNAME  Success   Answer      27      8 prebid.appnexusgslb.net
prebid.adnxs.com          prebid.appnexusgslb.net   A      Success   Answer      27      4 68.67.129.85
35913263dcc20c69cccd83... 35913263dcc20c69cccd83... CNAME  Success   Answer     242      8 pagead-googlehosted.l.google.com
35913263dcc20c69cccd83... pagead-googlehosted.l.... A      Success   Answer     242      4 172.217.14.161
googlecm.hit.gemius.pl    googlecm.hit.gemius.pl    A      Success   Answer     411      4 217.182.200.19
googlecm.hit.gemius.pl    googlecm.hit.gemius.pl    A      Success   Answer     411      4 79.137.69.91
googlecm.hit.gemius.pl    googlecm.hit.gemius.pl    A      Success   Answer     411      4 79.137.69.120
googlecm.hit.gemius.pl    googlecm.hit.gemius.pl    A      Success   Answer     411      4 217.182.200.29
googlecm.hit.gemius.pl    googlecm.hit.gemius.pl    A      Success   Answer     411      4 217.182.200.20
googlecm.hit.gemius.pl    googlecm.hit.gemius.pl    A      Success   Answer     411      4 79.137.68.187
um.simpli.fi              um.simpli.fi              A      Success   Answer     294      4 50.97.145.208
um.simpli.fi              um.simpli.fi              A      Success   Answer     294      4 184.172.48.71
um.simpli.fi              um.simpli.fi              A      Success   Answer     294      4 169.62.192.207
id.rlcdn.com                                        AAAA   ServFail
id.rlcdn.com              id.rlcdn.com              A      Success   Answer      56      4 35.190.60.146
cs.emxdgt.com             cs.emxdgt.com             A      Success   Answer      24      4 3.86.192.220
cs.emxdgt.com             cs.emxdgt.com             A      Success   Answer      24      4 18.234.188.235
cs.emxdgt.com             cs.emxdgt.com             A      Success   Answer      24      4 54.208.15.78
experience.tinypass.com   experience.tinypass.com   A      Success   Answer     241      4 104.17.184.177
experience.tinypass.com   experience.tinypass.com   A      Success   Answer     241      4 104.17.183.177
experience.tinypass.com   experience.tinypass.com   A      Success   Answer     241      4 104.17.186.177
experience.tinypass.com   experience.tinypass.com   A      Success   Answer     241      4 104.17.182.177
experience.tinypass.com   experience.tinypass.com   A      Success   Answer     241      4 104.17.185.177
code.createjs.com         code.createjs.com         CNAME  Success   Answer       8      8 san-download-stls.adobe.com.edg...
code.createjs.com         san-download-stls.adob... CNAME  Success   Answer       8      8 a1806.dscd.akamai.net
code.createjs.com         a1806.dscd.akamai.net     A      Success   Answer       8      4 172.232.5.160
code.createjs.com         a1806.dscd.akamai.net     A      Success   Answer       8      4 172.232.5.169
pluralsight.pxf.io        pluralsight.pxf.io        A      Success   Answer     261      4 35.201.76.231
storage.googleapis.com    storage.googleapis.com    A      Success   Answer     264      4 142.250.114.128
storage.googleapis.com    storage.googleapis.com    A      Success   Answer     264      4 142.250.138.128
wf.frontend.weborama.fr   wf.frontend.weborama.fr   A      Success   Answer    3544      4 35.244.223.69
cdn.ampproject.org        cdn.ampproject.org        CNAME  Success   Answer      40      8 cdn-content.ampproject.org
cdn.ampproject.org        cdn-content.ampproject... A      Success   Answer      40      4 142.250.115.132
x.bidswitch.net           x.bidswitch.net           A      Success   Answer      63      4 35.211.99.204
x.bidswitch.net           x.bidswitch.net           A      Success   Answer      63      4 35.211.114.141
cdn.justpremium.com       cdn.justpremium.com       CNAME  Success   Answer       3      8 d2nvliyzbo36lk.cloudfront.net
cdn.justpremium.com       d2nvliyzbo36lk.cloudfr... A      Success   Answer       3      4 99.84.198.73
cdn.justpremium.com       d2nvliyzbo36lk.cloudfr... A      Success   Answer       3      4 99.84.198.2
cdn.justpremium.com       d2nvliyzbo36lk.cloudfr... A      Success   Answer       3      4 99.84.198.21
cdn.justpremium.com       d2nvliyzbo36lk.cloudfr... A      Success   Answer       3      4 99.84.198.102
mx.ads.justpremium.com    mx.ads.justpremium.com    CNAME  Success   Answer       2      8 bidder-us-west-2.prod.justpremi...
mx.ads.justpremium.com    bidder-us-west-2.prod.... A      Success   Answer       2      4 52.27.146.40
mx.ads.justpremium.com    bidder-us-west-2.prod.... A      Success   Answer       2      4 52.24.171.174
mx.ads.justpremium.com    bidder-us-west-2.prod.... A      Success   Answer       2      4 54.188.137.93
pub.admanmedia.com        pub.admanmedia.com        A      Success   Answer     243      4 88.214.206.198
pub.admanmedia.com        pub.admanmedia.com        A      Success   Answer     243      4 88.214.206.73
pub.admanmedia.com        pub.admanmedia.com        A      Success   Answer     243      4 88.214.205.23
search.spotxchange.com    search.spotxchange.com    CNAME  Success   Answer     268      8 geo.search-gtm.spotxchange.com....
search.spotxchange.com    geo.search-gtm.spotxch... CNAME  Success   Answer     268      8 den.search.spotxchange.com
search.spotxchange.com    den.search.spotxchange... A      Success   Answer     268      4 198.54.12.96
search.spotxchange.com    den.search.spotxchange... A      Success   Answer     268      4 198.54.12.97
pypi.org                  pypi.org                  A      Success   Answer   77480      4 151.101.0.223
pypi.org                  pypi.org                  A      Success   Answer   77480      4 151.101.128.223
pypi.org                  pypi.org                  A      Success   Answer   77480      4 151.101.192.223
pypi.org                  pypi.org                  A      Success   Answer   77480      4 151.101.64.223
cm.g.doubleclick.net      cm.g.doubleclick.net      A      Success   Answer     244      4 142.250.115.156
cm.g.doubleclick.net      cm.g.doubleclick.net      A      Success   Answer     244      4 142.250.115.157
cm.g.doubleclick.net      cm.g.doubleclick.net      A      Success   Answer     244      4 142.250.115.154
cm.g.doubleclick.net      cm.g.doubleclick.net      A      Success   Answer     244      4 142.250.115.155
s.w.org                   s.w.org                   A      Success   Answer     261      4 192.0.77.48
bidder.criteo.com         bidder.criteo.com         CNAME  Success   Answer     804      8 bidder.da1.vip.prod.criteo.com
bidder.criteo.com         bidder.da1.vip.prod.cr... A      Success   Answer     804      4 74.119.118.151
top-fwz1.mail.ru          top-fwz1.mail.ru          A      Success   Answer       4      4 217.69.133.145
simage4.pubmatic.com                                AAAA   ServFail
simage4.pubmatic.com      simage4.pubmatic.com      CNAME  Success   Answer     294      8 spug-vac.pubmatic.com
simage4.pubmatic.com      spug-vac.pubmatic.com     CNAME  Success   Answer     294      8 spug-va.pubmatic.com
simage4.pubmatic.com      spug-va.pubmatic.com      A      Success   Answer     294      4 8.28.7.84
pr-bh.ybp.yahoo.com       pr-bh.ybp.yahoo.com       CNAME  Success   Answer     290      8 ds-pr-bh.ybp.gysm.yahoodns.net
pr-bh.ybp.yahoo.com       ds-pr-bh.ybp.gysm.yaho... A      Success   Answer     290      4 74.6.138.75
image4.pubmatic.com       image4.pubmatic.com       CNAME  Success   Answer     295      8 spug-vac.pubmatic.com
image4.pubmatic.com       spug-vac.pubmatic.com     CNAME  Success   Answer     295      8 spug-va.pubmatic.com
image4.pubmatic.com       spug-va.pubmatic.com      A      Success   Answer     295      4 8.28.7.84
google.com                google.com                A      Success   Answer      51      4 172.217.12.46
image2.pubmatic.com       image2.pubmatic.com       CNAME  Success   Answer     295      8 pug88000nfc.pubmatic.com
image2.pubmatic.com       pug88000nfc.pubmatic.com  CNAME  Success   Answer     295      8 pug88000nf.pubmatic.com
image2.pubmatic.com       pug88000nf.pubmatic.com   A      Success   Answer     295      4 104.36.115.109
adservice.google.com      adservice.google.com      A      Success   Answer      61      4 142.251.32.194
aa.agkn.com               aa.agkn.com               A      Success   Answer     114      4 156.154.202.36
aa.agkn.com               aa.agkn.com               A      Success   Answer     114      4 156.154.136.36
a7aef6d3f8a468544946aa... a7aef6d3f8a468544946aa... CNAME  Success   Answer     242      8 pagead-googlehosted.l.google.com
a7aef6d3f8a468544946aa... pagead-googlehosted.l.... A      Success   Answer     242      4 172.217.14.161
fonts.gstatic.com         fonts.gstatic.com         CNAME  Success   Answer     182      8 gstaticadssl.l.google.com
fonts.gstatic.com         gstaticadssl.l.google.com A      Success   Answer     182      4 216.58.194.67
i1.wp.com                 i1.wp.com                 A      Success   Answer   14160      4 192.0.77.2
yt3.ggpht.com             yt3.ggpht.com             CNAME  Success   Answer      36      8 photos-ugc.l.googleusercontent.com
yt3.ggpht.com             photos-ugc.l.googleuse... A      Success   Answer      36      4 172.217.6.161
ade.googlesyndication.com ade.googlesyndication.com A      Success   Answer     288      4 172.217.2.226
ad.doubleclick.net        ad.doubleclick.net        CNAME  Success   Answer     275      8 dart.l.doubleclick.net
ad.doubleclick.net        dart.l.doubleclick.net    A      Success   Answer     275      4 172.217.2.230
g2.gumgum.com             g2.gumgum.com             A      Success   Answer      11      4 3.227.95.85
g2.gumgum.com             g2.gumgum.com             A      Success   Answer      11      4 52.70.13.248
g2.gumgum.com             g2.gumgum.com             A      Success   Answer      11      4 52.73.179.135
g2.gumgum.com             g2.gumgum.com             A      Success   Answer      11      4 52.200.129.133
g2.gumgum.com             g2.gumgum.com             A      Success   Answer      11      4 34.227.238.176
g2.gumgum.com             g2.gumgum.com             A      Success   Answer      11      4 52.73.55.65
g2.gumgum.com             g2.gumgum.com             A      Success   Answer      11      4 54.156.76.213
g2.gumgum.com             g2.gumgum.com             A      Success   Answer      11      4 3.211.200.150
pixel.wp.com              pixel.wp.com              A      Success   Answer    4516      4 192.0.76.3
googleads.g.doubleclic... googleads.g.doubleclic... A      Success   Answer      91      4 172.217.1.226
api.flocktory.com         api.flocktory.com         A      Success   Answer       1      4 52.18.135.124
api.flocktory.com         api.flocktory.com         A      Success   Answer       1      4 52.51.26.67
api.flocktory.com         api.flocktory.com         A      Success   Answer       1      4 52.17.150.251
api.flocktory.com         api.flocktory.com         A      Success   Answer       1      4 34.249.11.93
simage2.pubmatic.com      simage2.pubmatic.com      CNAME  Success   Answer     295      8 pug33000nfc.pubmatic.com
simage2.pubmatic.com      pug33000nfc.pubmatic.com  CNAME  Success   Answer     295      8 pug33000nf.pubmatic.com
simage2.pubmatic.com      pug33000nf.pubmatic.com   A      Success   Answer     295      4 104.36.113.17
a.tribalfusion.com                                  AAAA   ServFail
a.tribalfusion.com        a.tribalfusion.com        A      Success   Answer     298      4 104.18.12.5
a.tribalfusion.com        a.tribalfusion.com        A      Success   Answer     298      4 104.18.13.5
twitter.com               twitter.com               A      Success   Answer    1727      4 104.244.42.193
twitter.com               twitter.com               A      Success   Answer    1727      4 104.244.42.129
flocktory.com             flocktory.com             A      Success   Answer       5      4 52.17.150.251
flocktory.com             flocktory.com             A      Success   Answer       5      4 52.18.135.124
flocktory.com             flocktory.com             A      Success   Answer       5      4 34.249.11.93
flocktory.com             flocktory.com             A      Success   Answer       5      4 52.51.26.67
api.rlcdn.com             api.rlcdn.com             A      Success   Answer      33      4 34.120.155.137
az725175.vo.msecnd.net    az725175.vo.msecnd.net    CNAME  Success   Answer    1862      8 cs22.wpc.v0cdn.net
az725175.vo.msecnd.net    cs22.wpc.v0cdn.net        A      Success   Answer    1862      4 152.199.4.33
ads.stickyadstv.com       ads.stickyadstv.com       CNAME  Success   Answer     272      8 ip1.ads.stickyadstv.com.akadns.net
ads.stickyadstv.com       ip1.ads.stickyadstv.co... CNAME  Success   Answer     272      8 ip2.ads.stickyadstv.com.akadns.net
ads.stickyadstv.com       ip2.ads.stickyadstv.co... CNAME  Success   Answer     272      8 fp3.ads.stickyadstv.com.akadns.net
ads.stickyadstv.com       fp3.ads.stickyadstv.co... A      Success   Answer     272      4 38.106.34.150
ads.stickyadstv.com       fp3.ads.stickyadstv.co... A      Success   Answer     272      4 38.106.34.146
ads.stickyadstv.com       fp3.ads.stickyadstv.co... A      Success   Answer     272      4 38.106.34.113
ads.stickyadstv.com       fp3.ads.stickyadstv.co... A      Success   Answer     272      4 38.106.34.153
ads.stickyadstv.com       fp3.ads.stickyadstv.co... A      Success   Answer     272      4 38.106.34.109
ads.stickyadstv.com       fp3.ads.stickyadstv.co... A      Success   Answer     272      4 38.106.34.142
ads.stickyadstv.com       fp3.ads.stickyadstv.co... A      Success   Answer     272      4 38.106.34.156
ads.stickyadstv.com       fp3.ads.stickyadstv.co... A      Success   Answer     272      4 38.106.34.138
ad.turn.com               ad.turn.com               CNAME  Success   Answer      55      8 ad.turn.com.akadns.net
ad.turn.com               ad.turn.com.akadns.net    A      Success   Answer      55      4 50.116.194.21
gumgum.com                gumgum.com                A      Success   Answer      11      4 99.84.198.68
gumgum.com                gumgum.com                A      Success   Answer      11      4 99.84.198.17
gumgum.com                gumgum.com                A      Success   Answer      11      4 99.84.198.91
gumgum.com                gumgum.com                A      Success   Answer      11      4 99.84.198.105
googleads4.g.doublecli... googleads4.g.doublecli... A      Success   Answer     272      4 142.250.138.155
googleads4.g.doublecli... googleads4.g.doublecli... A      Success   Answer     272      4 142.250.138.157
googleads4.g.doublecli... googleads4.g.doublecli... A      Success   Answer     272      4 142.250.138.154
googleads4.g.doublecli... googleads4.g.doublecli... A      Success   Answer     272      4 142.250.138.156
array802.prod.do.dsp.m... array802.prod.do.dsp.m... A      Success   Answer    2584      4 52.137.102.105
image6.pubmatic.com       image6.pubmatic.com       CNAME  Success   Answer     244      8 pugm33000nfc.pubmatic.com
image6.pubmatic.com       pugm33000nfc.pubmatic.com CNAME  Success   Answer     244      8 pugm33000nf.pubmatic.com
image6.pubmatic.com       pugm33000nf.pubmatic.com  A      Success   Answer     244      4 104.36.113.23
match.adsrvr.org          match.adsrvr.org          CNAME  Success   Answer       3      8 match-975362022.us-east-1.elb.a...
match.adsrvr.org          match-975362022.us-eas... A      Success   Answer       3      4 174.129.238.242
match.adsrvr.org          match-975362022.us-eas... A      Success   Answer       3      4 54.146.99.144
match.adsrvr.org          match-975362022.us-eas... A      Success   Answer       3      4 34.234.62.19
match.adsrvr.org          match-975362022.us-eas... A      Success   Answer       3      4 54.92.223.23
match.adsrvr.org          match-975362022.us-eas... A      Success   Answer       3      4 54.165.26.152
match.adsrvr.org          match-975362022.us-eas... A      Success   Answer       3      4 34.236.248.141
match.adsrvr.org          match-975362022.us-eas... A      Success   Answer       3      4 34.192.109.205
match.adsrvr.org          match-975362022.us-eas... A      Success   Answer       3      4 54.86.138.93
fastlane.rubiconprojec... fastlane.rubiconprojec... CNAME  Success   Answer     268      8 tagged-by.rubiconproject.net.ak...
fastlane.rubiconprojec... tagged-by.rubiconproje... A      Success   Answer     268      4 8.39.36.194
fastlane.rubiconprojec... tagged-by.rubiconproje... A      Success   Answer     268      4 8.39.36.195
fastlane.rubiconprojec... tagged-by.rubiconproje... A      Success   Answer     268      4 8.39.36.145
fastlane.rubiconprojec... tagged-by.rubiconproje... A      Success   Answer     268      4 8.39.36.144
encrypted-tbn0.gstatic... encrypted-tbn0.gstatic... A      Success   Answer     235      4 172.217.9.142
s3.eestatic.com           s3.eestatic.com           CNAME  Success   Answer     237      8 caching.elespanol.edge2befaster.io
s3.eestatic.com           caching.elespanol.edge... CNAME  Success   Answer     237      8 caching.meta-cluster-03.edge2be...
s3.eestatic.com           caching.meta-cluster-0... CNAME  Success   Answer     237      8 cec01.usg.edgetcdn.io
s3.eestatic.com           cec01.usg.edgetcdn.io     A      Success   Answer     237      4 185.152.67.178
s3.eestatic.com           cec01.usg.edgetcdn.io     A      Success   Answer     237      4 86.106.87.2
s3.eestatic.com           cec01.usg.edgetcdn.io     A      Success   Answer     237      4 185.59.223.130
aba.gumgum.com            aba.gumgum.com            A      Success   Answer      11      4 99.84.198.14
aba.gumgum.com            aba.gumgum.com            A      Success   Answer      11      4 99.84.198.12
aba.gumgum.com            aba.gumgum.com            A      Success   Answer      11      4 99.84.198.74
aba.gumgum.com            aba.gumgum.com            A      Success   Answer      11      4 99.84.198.42
creativecdn.com           creativecdn.com           A      Success   Answer     268      4 185.184.8.30
www.ojrq.net              www.ojrq.net              A      Success   Answer      22      4 34.95.127.121
ads.everesttech.net       ads.everesttech.net       CNAME  Success   Answer      42      8 ads.everesttech.net.akadns.net
ads.everesttech.net       ads.everesttech.net.ak... CNAME  Success   Answer      42      8 dco-jads-727222375.us-west-2.el...
ads.everesttech.net       dco-jads-727222375.us-... A      Success   Answer      42      4 54.185.179.113
ads.everesttech.net       dco-jads-727222375.us-... A      Success   Answer      42      4 52.39.214.89
c2shb.ssp.yahoo.com       c2shb.ssp.yahoo.com       CNAME  Success   Answer      29      8 c2shb.one-mobile-prod.aws.oath....
c2shb.ssp.yahoo.com       c2shb.one-mobile-prod.... CNAME  Success   Answer      29      8 ssp-ats-prod-us-east-1.one-mobi...
c2shb.ssp.yahoo.com       ssp-ats-prod-us-east-1... A      Success   Answer      29      4 34.236.83.94
c2shb.ssp.yahoo.com       ssp-ats-prod-us-east-1... A      Success   Answer      29      4 3.230.217.116
c2shb.ssp.yahoo.com       ssp-ats-prod-us-east-1... A      Success   Answer      29      4 52.4.33.45
c2shb.ssp.yahoo.com       ssp-ats-prod-us-east-1... A      Success   Answer      29      4 3.92.156.8
visitor.omnitagjs.com     visitor.omnitagjs.com     CNAME  Success   Answer   60974      8 visitor-usa02.omnitagjs.com
visitor.omnitagjs.com     visitor-usa02.omnitagj... A      Success   Answer   60974      4 195.244.31.11
visitor.omnitagjs.com     visitor-usa02.omnitagj... A      Success   Answer   60974      4 195.244.31.10
sync.search.spotxchang... sync.search.spotxchang... CNAME  Success   Answer      55      8 sync.search-gtm.spotxchange.com...
sync.search.spotxchang... sync.search-gtm.spotxc... CNAME  Success   Answer      55      8 den01.sync.search.spotxchange.com
sync.search.spotxchang... den01.sync.search.spot... A      Success   Answer      55      4 198.54.12.127
sync.search.spotxchang... den01.sync.search.spot... A      Success   Answer      55      4 198.54.12.145
sync.outbrain.com         sync.outbrain.com         CNAME  Success   Answer     294      8 alldcs.outbrain.org
sync.outbrain.com         alldcs.outbrain.org       CNAME  Success   Answer     294      8 sadc1.outbrain.org
sync.outbrain.com         sadc1.outbrain.org        A      Success   Answer     294      4 38.133.127.159
