Entry                     RecordName                Record Status    Section TimeTo Data   Data
                                                    Type                     Live   Length
-----                     ----------                ------ ------    ------- ------ ------ ----
cdn.jwplayer.com          cdn.jwplayer.com          A      Success   Answer      45      4 99.84.198.77
cdn.jwplayer.com          cdn.jwplayer.com          A      Success   Answer      45      4 99.84.198.38
cdn.jwplayer.com          cdn.jwplayer.com          A      Success   Answer      45      4 99.84.198.20
cdn.jwplayer.com          cdn.jwplayer.com          A      Success   Answer      45      4 99.84.198.54
pixel-sync.sitescout.com                            AAAA   ServFail
pixel-sync.sitescout.com  pixel-sync.sitescout.com  CNAME  Success   Answer     299      8 pixel-a.sitescout.com
pixel-sync.sitescout.com  pixel-a.sitescout.com     A      Success   Answer     299      4 207.198.113.178
s.richaudience.com        s.richaudience.com        A      Success   Answer     243      4 64.31.35.2
c1.adform.net                                       AAAA   ServFail
c1.adform.net             c1.adform.net             CNAME  Success   Answer     298      8 track.adformnet.akadns.net
c1.adform.net             track.adformnet.akadns... A      Success   Answer     298      4 185.167.164.37
c1.adform.net             track.adformnet.akadns... A      Success   Answer     298      4 185.167.164.39
tlx.3lift.com             tlx.3lift.com             CNAME  Success   Answer      28      8 us-west-tlx.3lift.com
tlx.3lift.com             us-west-tlx.3lift.com     CNAME  Success   Answer      28      8 dualstack.exchange-prod-5823316...
tlx.3lift.com             dualstack.exchange-pro... A      Success   Answer      28      4 54.183.104.74
tlx.3lift.com             dualstack.exchange-pro... A      Success   Answer      28      4 52.8.41.172
tlx.3lift.com             dualstack.exchange-pro... A      Success   Answer      28      4 54.241.162.192
tlx.3lift.com             dualstack.exchange-pro... A      Success   Answer      28      4 184.72.45.80
tlx.3lift.com             dualstack.exchange-pro... A      Success   Answer      28      4 52.8.122.140
tlx.3lift.com             dualstack.exchange-pro... A      Success   Answer      28      4 52.52.109.35
tlx.3lift.com             dualstack.exchange-pro... A      Success   Answer      28      4 54.177.216.238
tlx.3lift.com             dualstack.exchange-pro... A      Success   Answer      28      4 54.183.111.114
extension-api.hunter.io   extension-api.hunter.io   A      Success   Answer     241      4 104.22.10.67
extension-api.hunter.io   extension-api.hunter.io   A      Success   Answer     241      4 172.67.5.253
extension-api.hunter.io   extension-api.hunter.io   A      Success   Answer     241      4 104.22.11.67
mpbs.rubiconproject.com   mpbs.rubiconproject.com   CNAME  Success   Answer      27      8 pg-prebid-vip-32146290.us-east-...
mpbs.rubiconproject.com   pg-prebid-vip-32146290... A      Success   Answer      27      4 100.24.81.70
mpbs.rubiconproject.com   pg-prebid-vip-32146290... A      Success   Answer      27      4 54.197.242.160
mpbs.rubiconproject.com   pg-prebid-vip-32146290... A      Success   Answer      27      4 54.152.160.154
mpbs.rubiconproject.com   pg-prebid-vip-32146290... A      Success   Answer      27      4 54.88.188.142
mpbs.rubiconproject.com   pg-prebid-vip-32146290... A      Success   Answer      27      4 50.17.207.193
mpbs.rubiconproject.com   pg-prebid-vip-32146290... A      Success   Answer      27      4 54.84.92.238
mpbs.rubiconproject.com   pg-prebid-vip-32146290... A      Success   Answer      27      4 50.19.16.43
mpbs.rubiconproject.com   pg-prebid-vip-32146290... A      Success   Answer      27      4 52.54.24.15
static.sunmedia.tv        static.sunmedia.tv        CNAME  Success   Answer     241      8 caching.sunmedia.edge2befaster.io
static.sunmedia.tv        caching.sunmedia.edge2... CNAME  Success   Answer     241      8 cec01.usg.sunmedia.edgetcdn.io
static.sunmedia.tv        cec01.usg.sunmedia.edg... A      Success   Answer     241      4 37.120.215.210
static.sunmedia.tv        cec01.usg.sunmedia.edg... A      Success   Answer     241      4 195.206.104.242
static.sunmedia.tv        cec01.usg.sunmedia.edg... A      Success   Answer     241      4 195.181.163.48
static.sunmedia.tv        cec01.usg.sunmedia.edg... A      Success   Answer     241      4 37.120.219.66
static.sunmedia.tv        cec01.usg.sunmedia.edg... A      Success   Answer     241      4 51.81.107.148
static.sunmedia.tv        cec01.usg.sunmedia.edg... A      Success   Answer     241      4 185.180.13.33
static.sunmedia.tv        cec01.usg.sunmedia.edg... A      Success   Answer     241      4 51.161.15.30
ssl.p.jwpcdn.com          ssl.p.jwpcdn.com          CNAME  Success   Answer      16      8 jwplayer-dualstack.map.fastly.net
ssl.p.jwpcdn.com          jwplayer-dualstack.map... A      Success   Answer      16      4 151.101.50.114
assets-jpcust.jwpsrv.com  assets-jpcust.jwpsrv.com  CNAME  Success   Answer      15      8 jwplayer-dualstack.map.fastly.net
assets-jpcust.jwpsrv.com  jwplayer-dualstack.map... A      Success   Answer      15      4 151.101.50.114
safebrowsing.google.com   safebrowsing.google.com   CNAME  Success   Answer      56      8 sb.l.google.com
safebrowsing.google.com   sb.l.google.com           A      Success   Answer      56      4 172.217.1.142
tracking.justpremium.com  tracking.justpremium.com  CNAME  Success   Answer       3      8 new-routing.tracking.justpremiu...
tracking.justpremium.com  new-routing.tracking.j... CNAME  Success   Answer       3      8 awseb-e-c-awsebloa-1g3857kvkz3e...
tracking.justpremium.com  awseb-e-c-awsebloa-1g3... A      Success   Answer       3      4 3.224.30.118
tracking.justpremium.com  awseb-e-c-awsebloa-1g3... A      Success   Answer       3      4 52.4.78.239
grid.bidswitch.net        grid.bidswitch.net        CNAME  Success   Answer      88      8 pool-gce-sc.verona.iponweb.net
grid.bidswitch.net        pool-gce-sc.verona.ipo... A      Success   Answer      88      4 35.207.22.70
a.sportradarserving.com                             AAAA   ServFail
a.sportradarserving.com   a.sportradarserving.com   CNAME  Success   Answer     299      8 zagreb.geo.iponweb.net
a.sportradarserving.com   zagreb.geo.iponweb.net    CNAME  Success   Answer     299      8 pool-use.zagreb.iponweb.net
a.sportradarserving.com   pool-use.zagreb.iponwe... A      Success   Answer     299      4 35.211.233.246
cs.seedtag.com            cs.seedtag.com            A      Success   Answer     242      4 104.18.133.145
cs.seedtag.com            cs.seedtag.com            A      Success   Answer     242      4 104.18.134.145
cs.seedtag.com            cs.seedtag.com            A      Success   Answer     242      4 104.18.131.145
cs.seedtag.com            cs.seedtag.com            A      Success   Answer     242      4 104.18.135.145
cs.seedtag.com            cs.seedtag.com            A      Success   Answer     242      4 104.18.132.145
static.adsafeprotected... static.adsafeprotected... CNAME  Success   Answer      39      8 stati-stati-ej48pxrn5tqy-179636...
static.adsafeprotected... stati-stati-ej48pxrn5t... A      Success   Answer      39      4 34.234.198.169
static.adsafeprotected... stati-stati-ej48pxrn5t... A      Success   Answer      39      4 34.206.28.131
static.adsafeprotected... stati-stati-ej48pxrn5t... A      Success   Answer      39      4 35.168.79.184
static.adsafeprotected... stati-stati-ej48pxrn5t... A      Success   Answer      39      4 52.204.47.227
static.adsafeprotected... stati-stati-ej48pxrn5t... A      Success   Answer      39      4 3.225.246.47
static.adsafeprotected... stati-stati-ej48pxrn5t... A      Success   Answer      39      4 52.4.130.233
static.adsafeprotected... stati-stati-ej48pxrn5t... A      Success   Answer      39      4 18.213.22.161
static.adsafeprotected... stati-stati-ej48pxrn5t... A      Success   Answer      39      4 34.224.12.85
webadvisorc.rest.gti.m... webadvisorc.rest.gti.m... CNAME  Success   Answer      55      8 rest.gti.mcafee.akadns.net
webadvisorc.rest.gti.m... rest.gti.mcafee.akadns... A      Success   Answer      55      4 161.69.92.72
webadvisorc.rest.gti.m... rest.gti.mcafee.akadns... A      Success   Answer      55      4 161.69.92.73
webadvisorc.rest.gti.m... rest.gti.mcafee.akadns... A      Success   Answer      55      4 161.69.92.70
webadvisorc.rest.gti.m... rest.gti.mcafee.akadns... A      Success   Answer      55      4 161.69.92.71
pixel.onaudience.com                                AAAA   ServFail
pixel.onaudience.com      pixel.onaudience.com      A      Success   Answer     299      4 146.59.148.16
pixel.onaudience.com      pixel.onaudience.com      A      Success   Answer     299      4 51.210.112.63
pixel.onaudience.com      pixel.onaudience.com      A      Success   Answer     299      4 51.222.80.231
pixel.onaudience.com      pixel.onaudience.com      A      Success   Answer     299      4 51.210.112.236
entitlements.jwplayer.com entitlements.jwplayer.com CNAME  Success   Answer      46      8 cs386.wpc.edgecastcdn.net
entitlements.jwplayer.com cs386.wpc.edgecastcdn.net A      Success   Answer      46      4 152.199.5.228
sync.hgrtb.com            sync.hgrtb.com            A      Success   Answer      55      4 3.131.41.117
sync.hgrtb.com            sync.hgrtb.com            A      Success   Answer      55      4 3.134.202.158
px.ads.linkedin.com       px.ads.linkedin.com       CNAME  Success   Answer     237      8 mix.linkedin.com
px.ads.linkedin.com       mix.linkedin.com          CNAME  Success   Answer     237      8 any-na.mix.linkedin.com
px.ads.linkedin.com       any-na.mix.linkedin.com   A      Success   Answer     237      4 108.174.10.14
s.seedtag.com             s.seedtag.com             A      Success   Answer     241      4 34.96.106.9
insight.adsrvr.org        insight.adsrvr.org        CNAME  Success   Answer      33      8 insight-760077375.us-east-1.elb...
insight.adsrvr.org        insight-760077375.us-e... A      Success   Answer      33      4 52.204.87.44
insight.adsrvr.org        insight-760077375.us-e... A      Success   Answer      33      4 35.170.149.93
insight.adsrvr.org        insight-760077375.us-e... A      Success   Answer      33      4 54.243.246.222
insight.adsrvr.org        insight-760077375.us-e... A      Success   Answer      33      4 35.172.44.177
insight.adsrvr.org        insight-760077375.us-e... A      Success   Answer      33      4 54.209.176.232
insight.adsrvr.org        insight-760077375.us-e... A      Success   Answer      33      4 23.22.180.80
insight.adsrvr.org        insight-760077375.us-e... A      Success   Answer      33      4 54.165.104.65
insight.adsrvr.org        insight-760077375.us-e... A      Success   Answer      33      4 3.220.172.21
visitor.fiftyt.com        visitor.fiftyt.com        A      Success   Answer     294      4 35.201.96.126
cdn.sstatic.net           cdn.sstatic.net           A      Success   Answer    1230      4 151.101.65.69
cdn.sstatic.net           cdn.sstatic.net           A      Success   Answer    1230      4 151.101.1.69
cdn.sstatic.net           cdn.sstatic.net           A      Success   Answer    1230      4 151.101.193.69
cdn.sstatic.net           cdn.sstatic.net           A      Success   Answer    1230      4 151.101.129.69
www.google.com            www.google.com            A      Success   Answer     224      4 142.250.138.103
www.google.com            www.google.com            A      Success   Answer     224      4 142.250.138.106
www.google.com            www.google.com            A      Success   Answer     224      4 142.250.138.105
www.google.com            www.google.com            A      Success   Answer     224      4 142.250.138.104
www.google.com            www.google.com            A      Success   Answer     224      4 142.250.138.99
www.google.com            www.google.com            A      Success   Answer     224      4 142.250.138.147
idsync.rlcdn.com                                    AAAA   ServFail
idsync.rlcdn.com          idsync.rlcdn.com          A      Success   Answer      58      4 35.190.60.146
sync.srv.stackadapt.com   sync.srv.stackadapt.com   A      Success   Answer      54      4 50.16.38.94
sync.srv.stackadapt.com   sync.srv.stackadapt.com   A      Success   Answer      54      4 54.81.207.173
sync.srv.stackadapt.com   sync.srv.stackadapt.com   A      Success   Answer      54      4 3.225.15.51
sync.srv.stackadapt.com   sync.srv.stackadapt.com   A      Success   Answer      54      4 34.204.22.100
sync.srv.stackadapt.com   sync.srv.stackadapt.com   A      Success   Answer      54      4 54.205.191.176
sync.srv.stackadapt.com   sync.srv.stackadapt.com   A      Success   Answer      54      4 54.175.198.118
sync.srv.stackadapt.com   sync.srv.stackadapt.com   A      Success   Answer      54      4 52.44.53.247
sync.srv.stackadapt.com   sync.srv.stackadapt.com   A      Success   Answer      54      4 34.205.3.24
github.com                github.com                A      Success   Answer      21      4 140.82.112.3
p.rfihub.com              p.rfihub.com              CNAME  Success   Answer     294      8 a.rfihub.com
p.rfihub.com              a.rfihub.com              CNAME  Success   Answer     294      8 a.rfihub.com.akadns.net
p.rfihub.com              a.rfihub.com.akadns.net   CNAME  Success   Answer     294      8 a-us-east.rfihub.com.akadns.net
p.rfihub.com              a-us-east.rfihub.com.a... A      Success   Answer     294      4 199.38.167.128
s.amazon-adsystem.com     s.amazon-adsystem.com     A      Success   Answer      28      4 52.46.130.13
content.jwplatform.com    content.jwplatform.com    A      Success   Answer      30      4 99.84.198.54
content.jwplatform.com    content.jwplatform.com    A      Success   Answer      30      4 99.84.198.77
content.jwplatform.com    content.jwplatform.com    A      Success   Answer      30      4 99.84.198.38
content.jwplatform.com    content.jwplatform.com    A      Success   Answer      30      4 99.84.198.20
90b5207e7104cca92ff1bd... 90b5207e7104cca92ff1bd... CNAME  Success   Answer     241      8 pagead-googlehosted.l.google.com
90b5207e7104cca92ff1bd... pagead-googlehosted.l.... A      Success   Answer     241      4 172.217.14.161
pre.ads.justpremium.com   pre.ads.justpremium.com   CNAME  Success   Answer       3      8 bidder-us-east-1.prod.justpremi...
pre.ads.justpremium.com   bidder-us-east-1.prod.... A      Success   Answer       3      4 54.209.103.176
pre.ads.justpremium.com   bidder-us-east-1.prod.... A      Success   Answer       3      4 18.232.213.218
pre.ads.justpremium.com   bidder-us-east-1.prod.... A      Success   Answer       3      4 54.159.178.17
rtb-csync.smartadserve... rtb-csync.smartadserve... CNAME  Success   Answer      55      8 2-01-275d-002d.cdx.cedexis.net
rtb-csync.smartadserve... 2-01-275d-002d.cdx.ced... CNAME  Success   Answer      55      8 rtb-csync-tmk.smartadserver.com
rtb-csync.smartadserve... rtb-csync-tmk.smartads... A      Success   Answer      55      4 199.187.193.166
rtb-csync.smartadserve... rtb-csync-tmk.smartads... A      Success   Answer      55      4 199.187.193.192
rtb-csync.smartadserve... rtb-csync-tmk.smartads... A      Success   Answer      55      4 199.187.193.185
rtb-csync.smartadserve... rtb-csync-tmk.smartads... A      Success   Answer      55      4 199.187.193.193
www.googletagservices.com www.googletagservices.com A      Success   Answer     237      4 142.250.138.157
www.googletagservices.com www.googletagservices.com A      Success   Answer     237      4 142.250.138.154
www.googletagservices.com www.googletagservices.com A      Success   Answer     237      4 142.250.138.155
www.googletagservices.com www.googletagservices.com A      Success   Answer     237      4 142.250.138.156
dc752324c708d71b0ecdb9... dc752324c708d71b0ecdb9... CNAME  Success   Answer     242      8 pagead-googlehosted.l.google.com
dc752324c708d71b0ecdb9... pagead-googlehosted.l.... A      Success   Answer     242      4 172.217.14.161
realtime-talk.hyvor.com   realtime-talk.hyvor.com   A      Success   Answer     264      4 161.35.11.157
secure.gravatar.com       secure.gravatar.com       A      Success   Answer     261      4 192.0.73.2
config.seedtag.com        config.seedtag.com        A      Success   Answer     239      4 104.18.131.145
config.seedtag.com        config.seedtag.com        A      Success   Answer     239      4 104.18.132.145
config.seedtag.com        config.seedtag.com        A      Success   Answer     239      4 104.18.133.145
config.seedtag.com        config.seedtag.com        A      Success   Answer     239      4 104.18.134.145
config.seedtag.com        config.seedtag.com        A      Success   Answer     239      4 104.18.135.145
www.google-analytics.com  www.google-analytics.com  CNAME  Success   Answer      62      8 www-google-analytics.l.google.com
www.google-analytics.com  www-google-analytics.l... A      Success   Answer      62      4 216.58.193.142
apis.google.com           apis.google.com           CNAME  Success   Answer     229      8 plus.l.google.com
apis.google.com           plus.l.google.com         A      Success   Answer     229      4 172.217.14.174
d.turn.com                d.turn.com                CNAME  Success   Answer      91      8 d.turn.com.akadns.net
d.turn.com                d.turn.com.akadns.net     A      Success   Answer      91      4 50.116.194.23
i0.wp.com                 i0.wp.com                 A      Success   Answer    1719      4 192.0.77.2
c0.wp.com                 c0.wp.com                 A      Success   Answer   85908      4 192.0.77.37
pagead2.googlesyndicat... pagead2.googlesyndicat... A      Success   Answer     240      4 142.250.113.155
pagead2.googlesyndicat... pagead2.googlesyndicat... A      Success   Answer     240      4 142.250.113.154
pagead2.googlesyndicat... pagead2.googlesyndicat... A      Success   Answer     240      4 142.250.113.157
pagead2.googlesyndicat... pagead2.googlesyndicat... A      Success   Answer     240      4 142.250.113.156
www.uanl.mx               www.uanl.mx               A      Success   Answer    5439      4 148.234.5.222
array805.prod.do.dsp.m... array805.prod.do.dsp.m... A      Success   Answer     439      4 52.143.80.209
cdn.tinypass.com          cdn.tinypass.com          A      Success   Answer     242      4 104.17.186.177
cdn.tinypass.com          cdn.tinypass.com          A      Success   Answer     242      4 104.17.184.177
cdn.tinypass.com          cdn.tinypass.com          A      Success   Answer     242      4 104.17.185.177
cdn.tinypass.com          cdn.tinypass.com          A      Success   Answer     242      4 104.17.183.177
cdn.tinypass.com          cdn.tinypass.com          A      Success   Answer     242      4 104.17.182.177
imasdk.googleapis.com     imasdk.googleapis.com     A      Success   Answer     286      4 142.250.138.95
c.gumgum.com              c.gumgum.com              A      Success   Answer      11      4 13.225.149.51
c.gumgum.com              c.gumgum.com              A      Success   Answer      11      4 13.225.149.97
c.gumgum.com              c.gumgum.com              A      Success   Answer      11      4 13.225.149.34
c.gumgum.com              c.gumgum.com              A      Success   Answer      11      4 13.225.149.60
www.npttech.com           www.npttech.com           A      Success   Answer     237      4 104.21.7.48
www.npttech.com           www.npttech.com           A      Success   Answer     237      4 172.67.135.192
tg.socdm.com              tg.socdm.com              CNAME  Success   Answer      54      8 tg.dr.socdm.com
tg.socdm.com              tg.dr.socdm.com           A      Success   Answer      54      4 124.146.215.50
tg.socdm.com              tg.dr.socdm.com           A      Success   Answer      54      4 202.241.208.57
tg.socdm.com              tg.dr.socdm.com           A      Success   Answer      54      4 124.146.215.45
tg.socdm.com              tg.dr.socdm.com           A      Success   Answer      54      4 124.146.215.42
tg.socdm.com              tg.dr.socdm.com           A      Success   Answer      54      4 124.146.215.52
tg.socdm.com              tg.dr.socdm.com           A      Success   Answer      54      4 202.241.208.53
tg.socdm.com              tg.dr.socdm.com           A      Success   Answer      54      4 202.241.208.100
tg.socdm.com              tg.dr.socdm.com           A      Success   Answer      54      4 202.241.208.54
tg.socdm.com              tg.dr.socdm.com           A      Success   Answer      54      4 202.241.208.52
tg.socdm.com              tg.dr.socdm.com           A      Success   Answer      54      4 124.146.215.48
tg.socdm.com              tg.dr.socdm.com           A      Success   Answer      54      4 202.241.208.56
tg.socdm.com              tg.dr.socdm.com           A      Success   Answer      54      4 124.146.215.43
tg.socdm.com              tg.dr.socdm.com           A      Success   Answer      54      4 124.146.215.47
tg.socdm.com              tg.dr.socdm.com           A      Success   Answer      54      4 124.146.215.51
tg.socdm.com              tg.dr.socdm.com           A      Success   Answer      54      4 124.146.215.46
tg.socdm.com              tg.dr.socdm.com           A      Success   Answer      54      4 124.146.215.49
tg.socdm.com              tg.dr.socdm.com           A      Success   Answer      54      4 124.146.215.44
tg.socdm.com              tg.dr.socdm.com           A      Success   Answer      54      4 202.241.208.55
adamtheautomator.com      adamtheautomator.com      A      Success   Answer     259      4 104.26.6.80
adamtheautomator.com      adamtheautomator.com      A      Success   Answer     259      4 172.67.73.70
adamtheautomator.com      adamtheautomator.com      A      Success   Answer     259      4 104.26.7.80
cdnjs.cloudflare.com      cdnjs.cloudflare.com      A      Success   Answer     240      4 104.16.18.94
cdnjs.cloudflare.com      cdnjs.cloudflare.com      A      Success   Answer     240      4 104.16.19.94
raw.githubusercontent.com raw.githubusercontent.com A      Success   Answer    1360      4 185.199.110.133
raw.githubusercontent.com raw.githubusercontent.com A      Success   Answer    1360      4 185.199.109.133
raw.githubusercontent.com raw.githubusercontent.com A      Success   Answer    1360      4 185.199.108.133
raw.githubusercontent.com raw.githubusercontent.com A      Success   Answer    1360      4 185.199.111.133
www.google.com.mx                                   AAAA   ServFail
www.google.com.mx         www.google.com.mx         A      Success   Answer     107      4 142.250.113.94
securepubads.g.doublec... securepubads.g.doublec... CNAME  Success   Answer     217      8 partnerad.l.doubleclick.net
securepubads.g.doublec... partnerad.l.doubleclic... A      Success   Answer     217      4 142.250.115.154
securepubads.g.doublec... partnerad.l.doubleclic... A      Success   Answer     217      4 142.250.115.156
securepubads.g.doublec... partnerad.l.doubleclic... A      Success   Answer     217      4 142.250.115.157
securepubads.g.doublec... partnerad.l.doubleclic... A      Success   Answer     217      4 142.250.115.155
id5-sync.com              id5-sync.com              A      Success   Answer    1744      4 54.36.109.48
id5-sync.com              id5-sync.com              A      Success   Answer    1744      4 51.195.5.38
id5-sync.com              id5-sync.com              A      Success   Answer    1744      4 54.36.109.46
id5-sync.com              id5-sync.com              A      Success   Answer    1744      4 51.89.42.88
id5-sync.com              id5-sync.com              A      Success   Answer    1744      4 51.89.21.21
id5-sync.com              id5-sync.com              A      Success   Answer    1744      4 51.75.146.200
id5-sync.com              id5-sync.com              A      Success   Answer    1744      4 54.36.109.49
id5-sync.com              id5-sync.com              A      Success   Answer    1744      4 51.89.7.198
id5-sync.com              id5-sync.com              A      Success   Answer    1744      4 54.36.109.166
id5-sync.com              id5-sync.com              A      Success   Answer    1744      4 51.195.5.40
id5-sync.com              id5-sync.com              A      Success   Answer    1744      4 54.36.109.186
id5-sync.com              id5-sync.com              A      Success   Answer    1744      4 54.36.109.47
id5-sync.com              id5-sync.com              A      Success   Answer    1744      4 51.89.7.110
id5-sync.com              id5-sync.com              A      Success   Answer    1744      4 51.89.21.31
id5-sync.com              id5-sync.com              A      Success   Answer    1744      4 54.36.109.183
id5-sync.com              id5-sync.com              A      Success   Answer    1744      4 51.195.5.232
id5-sync.com              id5-sync.com              A      Success   Answer    1744      4 54.36.109.22
id5-sync.com              id5-sync.com              A      Success   Answer    1744      4 51.89.21.30
id5-sync.com              id5-sync.com              A      Success   Answer    1744      4 51.89.7.199
id5-sync.com              id5-sync.com              A      Success   Answer    1744      4 54.36.109.155
id5-sync.com              id5-sync.com              A      Success   Answer    1744      4 51.89.20.86
id5-sync.com              id5-sync.com              A      Success   Answer    1744      4 51.75.146.199
id5-sync.com              id5-sync.com              A      Success   Answer    1744      4 54.36.109.156
id5-sync.com              id5-sync.com              A      Success   Answer    1744      4 51.89.21.8
id5-sync.com              id5-sync.com              A      Success   Answer    1744      4 51.89.7.205
id5-sync.com              id5-sync.com              A      Success   Answer    1744      4 51.89.21.10
id5-sync.com              id5-sync.com              A      Success   Answer    1744      4 51.89.20.87
id5-sync.com              id5-sync.com              A      Success   Answer    1744      4 51.89.42.86
beacon.krxd.net           beacon.krxd.net           CNAME  Success   Answer      32      8 prod-ash-beacon-1960876484.us-e...
beacon.krxd.net           prod-ash-beacon-196087... A      Success   Answer      32      4 52.20.145.185
beacon.krxd.net           prod-ash-beacon-196087... A      Success   Answer      32      4 52.71.54.11
beacon.krxd.net           prod-ash-beacon-196087... A      Success   Answer      32      4 34.238.147.209
beacon.krxd.net           prod-ash-beacon-196087... A      Success   Answer      32      4 54.144.5.237
beacon.krxd.net           prod-ash-beacon-196087... A      Success   Answer      32      4 54.204.40.38
beacon.krxd.net           prod-ash-beacon-196087... A      Success   Answer      32      4 23.21.4.248
beacon.krxd.net           prod-ash-beacon-196087... A      Success   Answer      32      4 34.198.61.204
beacon.krxd.net           prod-ash-beacon-196087... A      Success   Answer      32      4 54.164.83.182
pixel.quantserve.com      pixel.quantserve.com      CNAME  Success   Answer       1      8 global.px.quantserve.com
pixel.quantserve.com      global.px.quantserve.com  A      Success   Answer       1      4 192.184.69.139
pixel.quantserve.com      global.px.quantserve.com  A      Success   Answer       1      4 192.184.69.141
pixel.quantserve.com      global.px.quantserve.com  A      Success   Answer       1      4 192.184.69.149
pixel.quantserve.com      global.px.quantserve.com  A      Success   Answer       1      4 192.184.69.152
pixel.quantserve.com      global.px.quantserve.com  A      Success   Answer       1      4 192.184.69.231
api-v3.tinypass.com       api-v3.tinypass.com       A      Success   Answer     252      4 104.17.185.177
api-v3.tinypass.com       api-v3.tinypass.com       A      Success   Answer     252      4 104.17.183.177
api-v3.tinypass.com       api-v3.tinypass.com       A      Success   Answer     252      4 104.17.186.177
api-v3.tinypass.com       api-v3.tinypass.com       A      Success   Answer     252      4 104.17.182.177
api-v3.tinypass.com       api-v3.tinypass.com       A      Success   Answer     252      4 104.17.184.177
leanpub.com               leanpub.com               A      Success   Answer      21      4 54.213.187.64
leanpub.com               leanpub.com               A      Success   Answer      21      4 44.229.236.102
prd.jwpltx.com            prd.jwpltx.com            CNAME  Success   Answer      15      8 jwplayer-dualstack.map.fastly.net
prd.jwpltx.com            jwplayer-dualstack.map... A      Success   Answer      15      4 151.101.50.114
match.deepintent.com      match.deepintent.com      CNAME  Success   Answer      50      8 g.deepintent.com
match.deepintent.com      g.deepintent.com          A      Success   Answer      50      4 169.197.150.7
s0.2mdn.net               s0.2mdn.net               CNAME  Success   Answer     272      8 s0-2mdn-net.l.google.com
s0.2mdn.net               s0-2mdn-net.l.google.com  A      Success   Answer     272      4 216.58.194.70
api.privacy-center.org    api.privacy-center.org    A      Success   Answer       1      4 13.35.89.124
api.privacy-center.org    api.privacy-center.org    A      Success   Answer       1      4 13.35.89.50
api.privacy-center.org    api.privacy-center.org    A      Success   Answer       1      4 13.35.89.108
api.privacy-center.org    api.privacy-center.org    A      Success   Answer       1      4 13.35.89.33
js.gumgum.com             js.gumgum.com             A      Success   Answer      10      4 13.35.89.74
js.gumgum.com             js.gumgum.com             A      Success   Answer      10      4 13.35.89.45
js.gumgum.com             js.gumgum.com             A      Success   Answer      10      4 13.35.89.20
js.gumgum.com             js.gumgum.com             A      Success   Answer      10      4 13.35.89.117
sync.smartadserver.com    sync.smartadserver.com    CNAME  Success   Answer      55      8 rtb-csync.smartadserver.com
sync.smartadserver.com    rtb-csync.smartadserve... CNAME  Success   Answer      55      8 2-01-275d-002d.cdx.cedexis.net
sync.smartadserver.com    2-01-275d-002d.cdx.ced... CNAME  Success   Answer      55      8 rtb-csync-tmk.smartadserver.com
sync.smartadserver.com    rtb-csync-tmk.smartads... A      Success   Answer      55      4 199.187.193.192
sync.smartadserver.com    rtb-csync-tmk.smartads... A      Success   Answer      55      4 199.187.193.185
sync.smartadserver.com    rtb-csync-tmk.smartads... A      Success   Answer      55      4 199.187.193.193
sync.smartadserver.com    rtb-csync-tmk.smartads... A      Success   Answer      55      4 199.187.193.166
deimos.dgi.uanl.mx        deimos.dgi.uanl.mx        A      Success   Answer    5441      4 148.234.2.229
deimos.dgi.uanl.mx        deimos.dgi.uanl.mx        A      Success   Answer    5441      4 148.234.13.236
deimos.dgi.uanl.mx        deimos.dgi.uanl.mx        A      Success   Answer    5441      4 148.234.13.238
deimos.dgi.uanl.mx        deimos.dgi.uanl.mx        A      Success   Answer    5441      4 148.234.2.225
deimos.dgi.uanl.mx        deimos.dgi.uanl.mx        A      Success   Answer    5441      4 148.234.13.237
deimos.dgi.uanl.mx        deimos.dgi.uanl.mx        A      Success   Answer    5441      4 148.234.2.226
deimos.dgi.uanl.mx        deimos.dgi.uanl.mx        A      Success   Answer    5441      4 148.234.13.235
deimos.dgi.uanl.mx        deimos.dgi.uanl.mx        A      Success   Answer    5441      4 148.234.2.228
deimos.dgi.uanl.mx        deimos.dgi.uanl.mx        A      Success   Answer    5441      4 148.234.2.227
deimos.dgi.uanl.mx        deimos.dgi.uanl.mx        A      Success   Answer    5441      4 148.234.13.239
us-u.openx.net            us-u.openx.net            A      Success   Answer     364      4 35.244.159.8
us-u.openx.net            us-u.openx.net            A      Success   Answer     364      4 34.98.64.218
linkedin.com              linkedin.com              A      Success   Answer     262      4 13.107.42.14
stats.wp.com              stats.wp.com              A      Success   Answer    6459      4 192.0.76.3
cm.adgrx.com                                        AAAA   ServFail
cm.adgrx.com              cm.adgrx.com              CNAME  Success   Answer      58      8 rtb.adgrx.com
cm.adgrx.com              rtb.adgrx.com             A      Success   Answer      58      4 173.231.178.81
gum.criteo.com            gum.criteo.com            CNAME  Success   Answer    2748      8 gum.da1.vip.prod.criteo.com
gum.criteo.com            gum.da1.vip.prod.crite... A      Success   Answer    2748      4 74.119.118.149
d.agkn.com                d.agkn.com                CNAME  Success   Answer      32      8 data.agkn.com
d.agkn.com                data.agkn.com             CNAME  Success   Answer      32      8 d2ctznuk6ro1vp.cloudfront.net
d.agkn.com                d2ctznuk6ro1vp.cloudfr... A      Success   Answer      32      4 13.225.149.98
d.agkn.com                d2ctznuk6ro1vp.cloudfr... A      Success   Answer      32      4 13.225.149.128
d.agkn.com                d2ctznuk6ro1vp.cloudfr... A      Success   Answer      32      4 13.225.149.8
